_id,PrimaryKey,DateAddedtoDataRelease,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,ProcurementMethod,ProjectRegion,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote
207,IP000120,2019-11-07T00:00:00,New Zealand Transport Agency,Safety Improvements (Visiting Driver Signature Project) - Otago,This project is to implement safety improvements to the Otago road network to create safer roads for tourist drivers on key links. The project forms part of the Safe System Signature Programme under the New Zealand Safer Journeys strategy. The project improves the Otago sections of the following key links Queenstown to Milford; Queenstown to the West Coast; Queenstown to Christchurch. Safety improvements include installing audio tactile profiled road markings and improving barriers. It also includes improving pull-off areas.,"",In Procurement,Construct only,Otago,Transport,< 5 Million,"","","","","","",2018-Q1,2021-Q3,https://www.saferjourneys.govt.nz/action-plans/signature-programme/visiting-drivers-project/,""
208,IP000121,2019-11-07T00:00:00,New Zealand Transport Agency,Safer Corridor Improvements  Stage 3  SH3 Awakino to Mount Messenger Corridor,This project will deliver Safer Corridor treatments such as median and side barriers; roundabouts or grade separation and/or speed management. All these treatments are within Safe System (harm minimisation) limits.,"",Business Case / Investment Case Development,Construct only,Taranaki,Transport,5 - 25 Million,"","","","","","",2018-Q3,2020-Q4,https://www.nzta.govt.nz/projects/awakino-gorge-to-mt-messenger-programme/,""
209,IP000122,2019-11-07T00:00:00,New Zealand Transport Agency,New State Highway Construction - Te Ahu a Turanga: Manawatu Tararua Highway,This project is to replace the closed SH3 Manawatu Gorge route with a new bypass route. The new route will connect the Manawatu and Tararua District along with the Hawkes Bay and north Wairarapa.,"",In Procurement,To be determined,Manawatu - Whanganui,Transport,500 Million +,2017-Q2,2018-Q1,2019-Q2,2019-Q4,2020-Q4,2025-Q4,"","",https://www.nzta.govt.nz/projects/sh3-manawatu/,""
210,IP000123,2019-11-07T00:00:00,New Zealand Transport Agency,Cycle Connection - Hamilton to Cambridge,This project is the construction of a new off-road shared use path between Hamilton and Cambridge to provide a safe route for walkers and cyclists.,"",In Procurement,To be determined,Waikato,Transport,5 - 25 Million,"","","","","","",2019-Q2,2021-Q4,https://www.nzta.govt.nz/media-releases/construction-to-start-this-year-on-te-awa-cambridge-to-hamilton-shared-path/,""
211,IP000125,2019-11-07T00:00:00,New Zealand Transport Agency,Safety Improvements - SH1 Dome Valley,This project will introduce a combination of median barrier (9km) and wide centreline (5km) treatment along the full length of the corridor. It also includes 14km of side barriers and replacement of 2.4km side barriers at shoulder widening sections.,"",Under Construction,Other,Auckland,Transport,25 - 50 Million,"","","","","","",2018-Q2,2020-Q4,https://www.nzta.govt.nz/projects/sh1-dome-valley/,""
212,IP000126,2019-11-07T00:00:00,New Zealand Transport Agency,Safety Improvements - SH2 Waihi to Omokoroa (Trig Road to Omokoroa),This project includes corridor safety treatments as part of the SH2 Waihi to Tauranga (W2T) Programme Business Case.,"",Under Construction,Construct only,Bay of Plenty,Transport,50 - 100 Million,"","","","","","",2018-Q2,2020-Q4,https://www.nzta.govt.nz/projects/sh2-waihi-to-tauranga-corridor/sh2-waihi-to-omokoroa/,""
213,IP000127,2019-11-07T00:00:00,New Zealand Transport Agency,Safety Improvements - SH2 Waihi to Omokoroa (Waihi to Trig Road),This project includes corridor safety treatments as part of the SH2 Waihi to Tauranga (W2T) Programme Business Case.,"",Under Construction,Construct only,Bay of Plenty,Transport,5 - 25 Million,"","","","","","",2018-Q2,2020-Q4,https://www.nzta.govt.nz/projects/sh2-waihi-to-tauranga-corridor/sh2-waihi-to-omokoroa/,""
214,IP000129,2019-11-07T00:00:00,New Zealand Transport Agency,Makokomuka Stream Bridge Realignment - SH35,The project will address the ongoing maintenance and resilience as well as other inefficiencies associated with two single lane bridges and one dual lane bridge.,"",Business Case / Investment Case Development,To be determined,Gisborne,Transport,< 5 Million,2019-Q1,2019-Q4,2020-Q1,2020-Q2,2020-Q2,2020-Q4,"","",https://www.nzta.govt.nz/projects/,""
215,IP000131,2019-11-07T00:00:00,New Zealand Transport Agency,SH3 Awakino Tunnel Bypass,This project will bypass the single lane Awakino Tunnel on SH3 in south-west Waikato between Hamilton and New Plymouth. This project is part of the Accelerated Regional Roading Package.,"",Under Construction,Design and construct,Waikato,Transport,25 - 50 Million,2018-Q2,2018-Q4,2019-Q1,2019-Q1,2019-Q2,2025-Q3,"","",https://www.nzta.govt.nz/media-releases/awakino-tunnel-bypass-begins/,""
216,IP000132,2019-11-07T00:00:00,New Zealand Transport Agency,Old Mangere Bridge Replacement - Manukau Harbour,This project is the replacement of the Old Mangere bridge in Manukau. The New Zealand Transport Agency is replacing the Old Mangere Bridge with a new and improved bridge that will reflect what made the existing bridge a much-loved and long-standing community asset while creating an iconic new landmark for the area.,"",Business Case / Investment Case Development,To be determined,Auckland,Transport,25 - 50 Million,"","","","","","",2019-Q3,2023-Q4,https://www.nzta.govt.nz/projects/old-mangere-bridge-replacement-project,""
217,IP000133,2019-11-07T00:00:00,New Zealand Transport Agency,Capacity Improvements  Phase 2 - SH30 Eastern Corridor Rotorua,This project is to improve capacity along the SH30 eastern corridor in Rotorua.,"",In Procurement,Construct only,Bay of Plenty,Transport,5 - 25 Million,"","","","","","",2018-Q1,2021-Q2,https://www.nzta.govt.nz/projects/connect-rotorua/,""
218,IP000134,2019-11-07T00:00:00,New Zealand Transport Agency,Enhancing Resilience of SH1 - Stage 2 - Katiki Coast,Resilience improvements will be made for high risk erosion sites which have been identified along the Katiki Coast. These sites currently threaten the security of State Highway 1 along the Katiki Coast.,"",In Procurement,Construct only,Otago,Transport,< 5 Million,"","","","","","",2019-Q3,2021-Q4,https://www.nzta.govt.nz/projects/,""
219,IP000135,2019-11-07T00:00:00,New Zealand Transport Agency,Walking and Cycling Facilities: Wellington to Hutt Valley Link Programme - Ngauranga to Petone,This project seeks to provide transport infrastructure that will improve safety and connectivity for walking and cycling between Wellington and the Hutt Valley. It aims to provide dedicated walking and cycling facilities. This project focusses on the Ngauranga to Petone section.,"",Business Case / Investment Case Development,Design and construct,Wellington,Transport,50 - 100 Million,2017-Q3,2018-Q3,2020-Q4,2021-Q1,2021-Q2,2022-Q4,"","",https://www.nzta.govt.nz/projects/te-ara-tupua/ngauranga-to-petone,""
220,IP000136,2019-11-07T00:00:00,New Zealand Transport Agency,SH1 Improvements - Papakura to Bombay,This project is to make improvements to SH1 between Papakura and Bombay. The south is the largest future urban growth area in Auckland with around 5000 hectares of land identified for urban development across South Auckland. Improvements to SH1 from Papakura to Bombay is a priority within the Supporting Growth Programme.,"",Business Case / Investment Case Development,To be determined,Auckland,Transport,250 - 500 Million,"","","","","","",2019-Q2,2021-Q3,https://www.nzta.govt.nz/projects/sh1-papakura-to-bombay/,""
221,IP000137,2019-11-07T00:00:00,New Zealand Transport Agency,Cycling and Pedestrian Facilities including Safety Improvements - SH88,This project is to implement various options for safety improvements along the seven kilometres of the SH88 corridor. This includes a combination of improved delineation (e.g. audio tactile profiled road markings) and wire rope and w-section guardrail barriers. This project will also see the completion of the final section of the SH88 shared walking and cycling path from Dunedin (St Leonards) to Port Chalmers.,"",In Procurement,Construct only,Otago,Transport,25 - 50 Million,"","","","","","",2018-Q3,2022-Q4,https://www.nzta.govt.nz/projects/sh88-dunedin-to-port-chalmers-safety-improvements/,""
